album_id,copyright
1bNyYpkDRovmErm4QeDrpJ,© 2003 Interscope Records
1bNyYpkDRovmErm4QeDrpJ,℗ 2003 Interscope Geffen (A&M) Records A Division of UMG Recordings Inc.
3ilXDEG0xiajK8AbqboeJz,"(P) 2007 Roswell Records, Inc."
330R0sGGLnkJiXicee8jTK,"© 2017 Jonas Blue Music, under exclusive license to Virgin EMI Records, a division of Universal Music Operations Ltd"
330R0sGGLnkJiXicee8jTK,"℗ 2017 Jonas Blue Music, under exclusive license to Virgin EMI Records, a division of Universal Music Operations Ltd"
6H74dJOhawVj8dAv7ZBXKd,2017 Mad Decent under exclusive licence to Because Music. LC33186
6H74dJOhawVj8dAv7ZBXKd,2017 Mad Decent under exclusive licence to Because Music. LC33186
2OD4hgimOzo9TACvb64y5H,© 2016 Bad Boy/Interscope Records
2OD4hgimOzo9TACvb64y5H,℗ 2016 Bad Boy/Interscope Records
2FNk380jCQyICbwtkOdEHE,"2017 Artist Partner Group, Inc. for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company."
2FNk380jCQyICbwtkOdEHE,"2017 Artist Partner Group, Inc. for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company."
3QEcBcqPmefFWd5ZrLNuDX,© 1978 Mercury Records Limited
3QEcBcqPmefFWd5ZrLNuDX,℗ 1978 Mercury Records Limited
4XHIjbhjRmqWlosjj5rqSI,2012 Warner Records Inc.
4XHIjbhjRmqWlosjj5rqSI,2012 Warner Records Inc.
7Ix0FS4f1lK42C3rix5rHg,© 2017 Young Money Entertainment/Cash Money Records
7Ix0FS4f1lK42C3rix5rHg,℗ 2017 Young Money Entertainment/Cash Money Records
6XO9dbsH9zhuQgFGH0hUrb,"© 2012 Macklemore, LLC."
6XO9dbsH9zhuQgFGH0hUrb,"℗ 2012 2012 Macklemore, LLC."
2scB1uhcCI1TSf6b9TCZK3,(P) 2006 Zomba Recording LLC
0uMIzWh1uEpHEBell4rlF8,"(P) 2016 Kygo under exclusive license to Sony Music Entertainment International Ltd / Ultra Records, LLC"
4Sj9XfiPLf5byGh7u2ZU7g,© 2013 Warner Music UK Limited
4Sj9XfiPLf5byGh7u2ZU7g,℗ 2013 Warner Music UK Limited
1GoqBRUPZzBKvMKZxSQ1mp,© 2009 The Sleepy Jackson Pty Ltd and Nick Littlemore
1GoqBRUPZzBKvMKZxSQ1mp,℗ 2009 The Sleepy Jackson Pty Ltd and Nick Littlemore
5SxEsi1PNyo1XfEKDYcFKF,(P) 2012 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited
5NoX6dZXVkZ2f0TGKAA14a,"(P) 2015 RCA Records, a division of Sony Music Entertainment"
3x2uer6Xh0d5rF8toWpRDA,1997 Reprise Records for the U.S. and WEA International Inc. for the world outside of the U.S.
3x2uer6Xh0d5rF8toWpRDA,1997 Reprise Records for the U.S. and WEA International Inc. for the world outside of the U.S.
3nyHj7lBcKju0aZ9ThU4aZ,"© 2016 Dua Lipa Limited, under exclusive license to Universal Music GmbH"
3nyHj7lBcKju0aZ9ThU4aZ,"An URBAN release; ℗ 2016 Dua Lipa Limited, under exclusive license to Universal Music GmbH"
6HbNEBza64W10MQxUFq6QL,"2010 Big Beat Records, Inc. for the United States and WEA International for the world outside the United States."
6HbNEBza64W10MQxUFq6QL,"2010 Big Beat Records, Inc. for the United States and WEA International for the world outside the United States."
37lWyRxkf3wQHCOlXM5WfX,1991 Blackened Recordings
67j3NJodNRI8USUwKwTZA6,© 2009 Interscope Records
67j3NJodNRI8USUwKwTZA6,℗ 2009 Interscope Records
2b92Z0geIyu1d3vH4vo6I1,"© 2016 Adam Daniel, under exclusive license to Republic Records, a division of UMG Recordings, Inc."
2b92Z0geIyu1d3vH4vo6I1,"℗ 2016 Adam Daniel, under exclusive license to Republic Records, a division of UMG Recordings, Inc."
4tUxQkrduOE8sfgwJ5BI2F,"2001 Parlophone Records Ltd, a Warner Music Group Company"
4tUxQkrduOE8sfgwJ5BI2F,"2001 Parlophone Records Ltd, a Warner Music Group Company"
6OwLXGc9DO7XnaZ8CoZOV2,"(P) 2000,2001 Sony Music Entertainment Inc."
1VIX8YDyQOaUhWpHhP6Ttu,© 2017 Capitol Records
1VIX8YDyQOaUhWpHhP6Ttu,℗ 2017 Capitol Records
5ZsK5SUsZilbAJ4B0vRVxF,2013 Armada Music B.V.
5ZsK5SUsZilbAJ4B0vRVxF,2013 Armada Music B.V.
5EA4kogB3cZr2qykFlZDYV,© 2016 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company
5EA4kogB3cZr2qykFlZDYV,℗ 2016 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company
6X1x82kppWZmDzlXXK3y3q,© 2012 Cash Money Records Inc.
6X1x82kppWZmDzlXXK3y3q,℗ 2012 Cash Money Records Inc.
5HRQFmLEuzQP8e12o8DzB5,© 2004 Systemtactic Limited t/a Go! Beat
5HRQFmLEuzQP8e12o8DzB5,℗ 2004 Systemtactic Limited t/a Go! Beat
6aimJxDJMApLmry2VSjsLT,Originally Released 1968 Sony Music Entertainment Inc.
54XVh1RZP4w1SqQ1ynhKZb,"© 2015 Musical Freedom Label Ltd, under exclusive license to PM:AM Recordings, a division of Universal Music BV"
54XVh1RZP4w1SqQ1ynhKZb,"℗ 2015 Musical Freedom Label Ltd, under exclusive license to PM:AM Recordings, a division of Universal Music BV"
6bcl0ZcPJWJtyuRsOyhvfv,"© 2015 Rubyworks Limited, under assignment to Island Records, a division of Universal Music Operations Limited"
6bcl0ZcPJWJtyuRsOyhvfv,"℗ 2015 Rubyworks Limited, under assignment to Island Records, a division of Universal Music Operations Limited"
12YTH28wiBXQ16gvWOCMLU,2015
12YTH28wiBXQ16gvWOCMLU,2015
7FDBvwfZD9ejQzzg0dyoac,"© 2016 Straightforward Music Ltd / Nourishing Music Ltd, under exclusive licence to Capitol Records (a division of Universal Music Operations Limited)"
7FDBvwfZD9ejQzzg0dyoac,"℗ 2016 Straightforward Music Ltd / Nourishing Music Ltd, under exclusive licence to Capitol Records (a division of Universal Music Operations Limited)"
1qwlxZTNLe1jq3b0iidlue,© 2008 Interscope Records
1qwlxZTNLe1jq3b0iidlue,℗ 2008 Interscope Records
16TNmWWPXkuaXqNBmPYHp9,"© 1969 Motown Records, a Division of UMG Recordings, Inc."
16TNmWWPXkuaXqNBmPYHp9,"℗ 1969 Motown Records, a Division of UMG Recordings, Inc."
2ekw2pa8kX7A9yDaCroXXD,© 2015 Cash Money Records Inc.
2ekw2pa8kX7A9yDaCroXXD,℗ 2015 Cash Money Records Inc.
4ljisoNarj0BpQSMIEv88L,© 2012 EMI Records Ltd
4ljisoNarj0BpQSMIEv88L,℗ 2012 EMI Records Ltd
3uEKk8SgHg0xogR2iRKjrK,© 2017 Young Money Entertainment/Cash Money Records
3uEKk8SgHg0xogR2iRKjrK,℗ 2017 Young Money Entertainment/Cash Money Records
2eprpJCYbCbPZRKVGIEJxZ,"(P) 2005 Roswell Records, Inc."
7CUczABBlsbd5fqng9mjxo,"(P) 2017 RCA Records, a division of Sony Music Entertainment"
14JU5SskmcyckE5I8PY6lv,"(P) 2012 Columbia Records, a Division of Sony Music Entertainment"
3I9Z1nDCL4E0cP62flcbI5,© 1987 The David Geffen Company
3I9Z1nDCL4E0cP62flcbI5,"℗ 1987 UMG Recordings, Inc."
4ySSx2L6h2siW22LK6dwhN,© 2009 Mosley Music/Interscope Records
4ySSx2L6h2siW22LK6dwhN,℗ 2009 Mosley Music/Interscope Records
4vu7F6h90Br1ZtYYaqfITy,(P) 1990 Leidseplein Presse B.V.
4skCiJhVVSKrDOBtoFbsxU,"(P) 2017 Slaughter Gang, LLC under exclusive license to Epic Records, a division of Sony Music Entertainment"
5sQTfUX9uSwfCtPiYGO20V,"© 2016 Tha Lights Global, INC / Atlantic Recording Corporation"
5sQTfUX9uSwfCtPiYGO20V,"℗ 2016 Tha Lights Global, INC / Atlantic Recording Corporation"
28eOriEfl7IGbQDNvWIWXK,© 2003 A&M Records
28eOriEfl7IGbQDNvWIWXK,℗ 2003 A&M Records
4qugvZbeFLghKN67aQ6PAb,"© 2014 Ammunition Promotions Ltd, under exclusive licence to UMO"
4qugvZbeFLghKN67aQ6PAb,"℗ 2014 Ammunition Promotions Ltd, under exclusive licence to UMO"
63McpWDS7P0dF06fqXQMCZ,© 2013 Glassnote Entertainment Group LLC
63McpWDS7P0dF06fqXQMCZ,℗ 2013 Glassnote Entertainment Group LLC
2e8nzTZ0HtK94IifOWgN7o,© 2016 Capitol Records
2e8nzTZ0HtK94IifOWgN7o,℗ 2016 Capitol Records
5JpH5T1sCYnUyZD6TM0QaY,© 2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company
5JpH5T1sCYnUyZD6TM0QaY,℗ 2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company
4Y0fafStNYB3LWQS6aa7H5,"(P) 2011 JIVE Records, a unit of Sony Music Entertainment"
1ekaxA9Q5GzUPCepx4wzMF,© 2005 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States
1ekaxA9Q5GzUPCepx4wzMF,℗ 2004 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.
0y77c5Ryg56J7fou9DHaec,© 2016 Rottweilas Corp under exclusive license to Warner Music Latina.
0y77c5Ryg56J7fou9DHaec,℗ 2016 Rottweilas Corp under exclusive license to Warner Music Latina.
75maIus9xRaEQzPXOSOTew,(P) 2017 Sony Music Entertainment US Latin LLC
58alCatewkjNm9IM1Ucj67,© 2011 Raincloud Productions Ltd. under exclusive licence to Universal International Music BV
58alCatewkjNm9IM1Ucj67,℗ 2011 Raincloud Productions Ltd. under exclusive licence to Universal International Music BV
5G5rgQHzdQnw32SI0WjIo5,© 2003 Shady Records/Aftermath Records/Interscope Records
5G5rgQHzdQnw32SI0WjIo5,℗ 2003 Shady Records/Aftermath Records/Interscope Records
4yOWnTrCkOOpl4IiVnpj3H,"(P) 2014 RCA Records, a division of Sony Music Entertainment"
4sBgGazGb7S9ZUQJu2Y0qa,(P) 2017 78 PRODUCTIONS LIMITED under exclusive licence to Simco Limited / Sony Music Entertainment UK Limited
1XkGORuUX2QGOEIL4EbJKm,2007 Domino Recording Co Ltd
1XkGORuUX2QGOEIL4EbJKm,2007 Domino Recording Co Ltd
2HaqChIDc5go3qxVunBDK0,(P) 2017 Sony Music Entertainment UK Limited
5Afh5z6eTtJ62nfqpKZtGv,"© 2009 Universal Republic Records, a division of UMG Recordings, Inc."
5Afh5z6eTtJ62nfqpKZtGv,"℗ 2009 Universal Republic Records, a division of UMG Recordings, Inc."
4ebodSLpRqbuQjpGlDZglH,© 2008 DGC Records
4ebodSLpRqbuQjpGlDZglH,℗ 2008 DGC Records
1LjeteshjmaPrwGAN2Mg3S,"(P) 2014 S-Curve Records, LLC under exclusive license to Sony Music Entertainment International Limited"
51Hn2Wiq1jmUfI0BLaUhuF,(P) 2008 SONY BMG MUSIC ENTERTAINMENT (UK) LIMITED
19lEZSnCCbVEkKchoPQWDZ,"(P) 1973 Columbia Records, a division of Sony Music Entertainment"
1XYA8eDvomdYTbQBzk0jT1,© 2017 300 Entertainment
1XYA8eDvomdYTbQBzk0jT1,℗ 2017 300 Entertainment
2mumCpGmuE9iDeOvMx6XrB,© 2011 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States.
2mumCpGmuE9iDeOvMx6XrB,℗ 2011 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States.
4JBZ0QHveEpESepanNBG8A,"(P) 2017 Epic Records, a division of Sony Music Entertainment"
1FZKIm3JVDCxTchXDo5jOV,"(P) 2017 Erskine Records Limited, under exclusive license to Columbia Records, a Division of Sony Music Entertainment"
7xMjYDrgPLp1ReFGAOyS1O,"(P) 2016 John Legend Music, Inc. and Columbia Records, a Division of Sony Music Entertainment"
07w0hGS9XUdFsPBvDHy16y,2009 © 2010 Reprise Records for the U.S. and WEA International Inc. for the world outside the U.S.
07w0hGS9XUdFsPBvDHy16y,2009 ℗ 2010 Reprise Records for the U.S. and WEA International Inc. for the world outside the U.S.
7l6fTSFvlumnPFpOSrbnDV,2017 Lauv
7l6fTSFvlumnPFpOSrbnDV,2017 Lauv
5egYYjj06RlBCP2bVhnblH,"© 2013 Def Jam Recordings, a division of UMG Recordings, Inc."
5egYYjj06RlBCP2bVhnblH,"℗ 2013 Def Jam Recordings, a division of UMG Recordings, Inc."
5xzkyCZ5LEOmI3a3bvrNIa,© 2016 Universal Music A/S
5xzkyCZ5LEOmI3a3bvrNIa,℗ 2016 Universal Music A/S
616UgaZTc454Gu0aXxVH3K,"(P) 1998 Columbia Records, a division of Sony Music Entertainment"
4ZmCBqmAmzZaw6AKnlXqQI,© 2014 Eardruma Records/Interscope Records
4ZmCBqmAmzZaw6AKnlXqQI,℗ 2014 Eardruma Records/Interscope Records
6eFkuEfykAUpthUiUeu3zw,(c) 2011 Rostrum Records
1IM3GwptCGYjRkzCBolyFK,(P) 2005 Sony Music Entertainment
2XBnxKeRZi76u2iyGcMych,2015 Mad Decent under exclusive license to Because Music
2XBnxKeRZi76u2iyGcMych,2015 Mad Decent under exclusive license to Because Music
7cBGSjfw2xMosazpbA0tgp,2009 LIBERATION MUSIC LTD PTY
7cBGSjfw2xMosazpbA0tgp,2009 INFECTIOUS MUSIC LTD
0OK35duHpTPnvqya2d4pnn,"(P) 2017 STMPD RCRDS B.V. exclusively licensed to Epic Amsterdam, a divison of Sony Music Entertainment Netherlands B.V."
0Ba8OxlttJHWP91ztHZA4L,2014 Mind Of a Genius/TH3RD BRAIN under exclusive license to bitclap!/Warner Music Group Germany Holding GmbH
0Ba8OxlttJHWP91ztHZA4L,2014 Mind Of a Genius/TH3RD BRAIN under exclusive license to bitclap!/Warner Music Group Germany Holding GmbH
34y7m68F7rN9ou6m5GWohR,© 2004 Interscope Records
34y7m68F7rN9ou6m5GWohR,℗ 2004 Interscope Records
5peRwC6pQh8eaoIPtvmmOB,"(P) 2009 RCA/Jive Label Group, a unit of Sony Music Entertainment"
7D6BFTArx2ajtkKRVXIKO2,© 2002 A&M Records
7D6BFTArx2ajtkKRVXIKO2,℗ 2002 Interscope Geffen (A&M) Records A Division of UMG Recordings Inc.
1PWBk3u07tjsyOR2VAyDYF,© 2006 Polydor Ltd. (UK)
1PWBk3u07tjsyOR2VAyDYF,℗ 2006 Polydor Ltd. (UK)
6TvNvQ8DNIFyOMMksmKVDB,© 2016 Connection Records B.V.
6TvNvQ8DNIFyOMMksmKVDB,"Under exclusive license to Warner Music Russia, ℗ 2016 Connection Records B.V."
1AHZd3C3S8m8fFrhFxyk79,2009 Reprise Records for the U.S. and WEA International Inc. for the world outside the U.S.
1AHZd3C3S8m8fFrhFxyk79,2009 Reprise Records for the U.S. and WEA International Inc. for the world outside the U.S.
0Ot1WinfMpH1pyUpWXbmUB,2017
0Ot1WinfMpH1pyUpWXbmUB,2017
07BmX119kPbbYsZPzISvqw,"© 2016 Republic Records, a division of UMG Recordings, Inc."
07BmX119kPbbYsZPzISvqw,"℗ 2016 Republic Records, a division of UMG Recordings, Inc."
4JPguzRps3kuWDD5GS6oXr,(P) 2017 Disruptor Records/Columbia Records
3zZSz5VOYSu0jE4MkPCOvN,"(P) 2012 RCA Records, a division of Sony Music Entertainment"
0RYhKF9kDheHRaPYVYo2r6,(P) 2016 Sony Music Entertainment US Latin LLC
68p5SQdcakYH65NEjiF6t4,"© 2016 R.E.M./Athens L.L.C., Under exclusive license to Concord Music Group, Inc."
68p5SQdcakYH65NEjiF6t4,"℗ 2016 R.E.M./Athens L.L.C., Under exclusive license to Concord Music Group, Inc."
7pLKHgYHmugzigrh0HtO2c,2016 Tinted Records / Kontor Records GmbH
7pLKHgYHmugzigrh0HtO2c,2016 Tinted Records / Kontor Records GmbH
0MlTOiC5ZYKFGeZ8h3D4rd,© 2004 Universal Island Records Ltd. A Universal Music Company.
0MlTOiC5ZYKFGeZ8h3D4rd,℗ 2004 Universal Island Records Ltd. A Universal Music Company.
78r5vrR1Wf60JPgFQ1drwr,1999 Sony Music Entertainment Inc.
7e4eCJT5ON1FpJD5Si341e,"(P) 2015 Spinnin' Records, under exclusive license to RCA Records"
4JiY4JUvXdEA7UFIbiAyor,© 2016 Interscope Records
4JiY4JUvXdEA7UFIbiAyor,℗ 2016 Interscope Records
3PomvFR694SrCSZzDWMWV7,(P) 2014 Sony Music Entertainment Colombia S.A.; 2015 Sony Music Entertainment US Latin LLC
2zokzeE9RuFgdnqrPUFn50,© 2016 Polydor Ltd. (UK)
2zokzeE9RuFgdnqrPUFn50,℗ 2016 Polydor Ltd. (UK)
32Bu3ETQhR1PFCj3ndDlYf,© 2005 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.
32Bu3ETQhR1PFCj3ndDlYf,℗ 2005 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.
5YCwdMjxlC5hmHO8NcMoRE,© 2016 Polydor Ltd. (UK)
5YCwdMjxlC5hmHO8NcMoRE,℗ 2016 Polydor Ltd. (UK)
5Bd99eGJKXoRMnqgqWlWmp,"(P) 2016 Epic Records, a division of Sony Music Entertainment"
67wzb7V0Ko4zjULNHX3INN,2013 Major Lazer LLC. under exclusive license to Because Music
67wzb7V0Ko4zjULNHX3INN,2013 Major Lazer LLC. under exclusive license to Because Music
0vXJ3rh6Sy7KWjp2P5d7ll,"(P) 2012, 2014 Record Company Ten AB, under exclusive license to Epic Records, a division of Sony Music Entertainment"
6s4r39zwdJhpuIH9pLoKTh,© 2016 Geffen Records
6s4r39zwdJhpuIH9pLoKTh,℗ 2016 Geffen Records
6Xhb46t8f3z8FkuXQAj4UV,"(P) 2016 Columbia Records, a Division of Sony Music Entertainment"
143gTr5lD4xuFizXLs64P2,"© 2016 Neon Haze Music Ltd, Under Exclusive License To Capitol Records"
143gTr5lD4xuFizXLs64P2,"℗ 2016 Neon Haze Music Ltd, Under Exclusive License To Capitol Records"
5amj9zNeZ3B2EdpBgXrOZ0,"(P) 2016 RCA Records, a division of Sony Music Entertainment"
15qLmAABocTCRBSbWWqL7K,2017 independently popular. under exclusive license to Atlantic Recording Corporation and Quality Control/Motown/Capitol / WEA International Inc. for the world excluding the United States.
15qLmAABocTCRBSbWWqL7K,2017 independently popular. under exclusive license to Atlantic Recording Corporation and Quality Control/Motown/Capitol / WEA International Inc. for the world excluding the United States.
3KDuNEtT7I41hNbzMUakyq,"2017 Motion Picture Artwork, Artwork Title, and Photos 2017 Universal Studios"
3KDuNEtT7I41hNbzMUakyq,"2017 Artist Partner Group, Inc. for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company"
0qRMvJxoxAQr9a2rYxJuLq,"© 2012 Getting Out Our Dreams, Inc./The Island Def Jam Music Group"
0qRMvJxoxAQr9a2rYxJuLq,"℗ 2012 Getting Out Our Dreams, Inc./The Island Def Jam Music Group"
39JESZeZjLUrjwQtCrRs6d,© 2008 The Island Def Jam Music Group
39JESZeZjLUrjwQtCrRs6d,℗ 2008 The Island Def Jam Music Group
6Ozsat2gzIj9uXd6JMwYXz,(P) 2010 Arista Records LLC
1kxDY7IJjRHX3dpQTvFUmS,© 2015 Astralwerks
1kxDY7IJjRHX3dpQTvFUmS,℗ 2015 Astralwerks
7dRdaGSxgcBdJnrOviQRuB,"© 1997 Bad Boy Records, LLC."
7dRdaGSxgcBdJnrOviQRuB,"℗ 1997 Bad Boy Records, LLC. Marketed By Rhino Entertainment Company, a Warner Music Group Company. All Rights Reserved."
1UIlzhqJLiA3f6OVw7QKn6,(P) 2017 Sony Music Entertainment UK Limited
6f06neONZ0xqqftlgtVP74,© 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States
6f06neONZ0xqqftlgtVP74,℗ 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States
2EKXoS58MiZRrNXz3DKxv3,© 2011 The Island Def Jam Music Group
2EKXoS58MiZRrNXz3DKxv3,℗ 2011 The Island Def Jam Music Group
7eDoi7vptEy8I1bYfnoroH,© 2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company
7eDoi7vptEy8I1bYfnoroH,℗ 2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company
7ACxS7rtYV8HyHgj0FD0cb,2015 Mad Decent
7ACxS7rtYV8HyHgj0FD0cb,2015 Mad Decent
1P8NvRvykmDrKyfglMerMv,"(P) 2017 Epic Records, a division of Sony Music Entertainment with A1 / Freebandz"
6uG9BscYmPnAbtl6Cy9u91,"(P) 2015 RCA Records, a division of Sony Music Entertainment"
14uj0wJtd2M1570p6cXwn4,© 2013 Artwork-Warner Bros. Entertainment Inc. Film Photography-Bazmark Film III Pty Limited.
14uj0wJtd2M1570p6cXwn4,This Compilation ℗ 2013 Interscope Records
06v9eHnqhMK2tbM2Iz3p0Y,(P) 2003 Sony Music Entertainment Inc.
4r5Jkgp2acFnBaeuHWx5Ly,"© 2016 The Lumineers, under exclusive licence to Decca a division of Universal Music Operations Ltd."
4r5Jkgp2acFnBaeuHWx5Ly,"℗ 2016 The Lumineers, under exclusive licence to Decca a division of Universal Music Operations Ltd."
3SHx7bBQFI4J8QRr6D5cOK,© 2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States
3SHx7bBQFI4J8QRr6D5cOK,℗ 2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States
6UzYYTKQHXXNH67rawar3X,© 2017 Universal Music Latino
6UzYYTKQHXXNH67rawar3X,℗ 2017 Universal Music Latino
4IKqYStmGY9UyG9RP1CA2Q,"© 2016 Virgin EMI Records, a division of Universal Music Operations Limited"
4IKqYStmGY9UyG9RP1CA2Q,"℗ 2016 Virgin EMI Records, a division of Universal Music Operations Limited"
4I3EcXD4e3KcEoDJfFEZ5b,(C) 2016 Slaughter Gang
30ly6F6Xl0TKmyBCU50Khv,"(P) 1997 Roswell Records, Inc."
08PEPdXn5QdXatDKjrJGk3,"© 2012 Universal Republic Records, a division of UMG Recordings, Inc."
08PEPdXn5QdXatDKjrJGk3,"℗ 2012 Universal Republic Records, a division of UMG Recordings, Inc."
6reTSIf5MoBco62rk8T7Q1,© 2011 Raincloud Productions Ltd. under exclusive licence to Universal International Music BV
6reTSIf5MoBco62rk8T7Q1,℗ 2011 Raincloud Productions Ltd. under exclusive licence to Universal International Music BV
6nUnNpoLKWpb9qxhYiT98S,© 1996 Interscope Records
6nUnNpoLKWpb9qxhYiT98S,℗ 1996 Interscope Records
4etANPc5BMELu5yx987Rpx,(C) 2014 Codiscos S.A.S.
4etANPc5BMELu5yx987Rpx,(P) 2014 La Industria Inc. Licencia a Codiscos S.A.S.
4skqOUXyBUnzxVPNPxrGWV,"(P) 2010, 2011 Roc Nation LLC"
09K53TLaJZ156prccNvwuS,"(P) 2016 RCA Records, a division of Sony Music Entertainment"
7uVimUILdzSZG4KKKWToq0,© 2011 Reprise Records
7uVimUILdzSZG4KKKWToq0,℗ 2011 Reprise Records
6IZNCnM8eo8T67i65FrbGA,© 2016 Warner Records Inc.
6IZNCnM8eo8T67i65FrbGA,℗ 2016 Warner Records Inc.
5UuX5qUN4wL5hMmGom92lu,2015 Lauv
5UuX5qUN4wL5hMmGom92lu,2015 Lauv
5IgTY4yg7QK2kVVNrztnmo,2017 TONSPIEL / Warner Music Group Germany Holding GmbH / A Warner Music Group Company
5IgTY4yg7QK2kVVNrztnmo,2017 TONSPIEL / Warner Music Group Germany Holding GmbH / A Warner Music Group Company
6yKhjUoOsHa60DSqpugerw,2016 TONSPIEL under exclusive license to Warner Music Group Germany Holding GmbH / A Warner Music Group Company
6yKhjUoOsHa60DSqpugerw,2016 TONSPIEL under exclusive license to Warner Music Group Germany Holding GmbH / A Warner Music Group Company
0ReJx3ifOevdUt2fXXvgDG,"© 2016 SPJ Productions Ltd, under exclusive license to Island Records, a division of Universal Music Operations Limited"
0ReJx3ifOevdUt2fXXvgDG,"℗ 2016 SPJ Productions Ltd, under exclusive license to Island Records, a division of Universal Music Operations Limited"
39NO201BzBWoBo9WGBp6Dt,"© 2016 Neiked Collective AB, under exclusive licence to Polydor Records, a division of Universal Music Operations Limited."
39NO201BzBWoBo9WGBp6Dt,"℗ 2016 Neiked Collective AB, under exclusive licence to Polydor Records, a division of Universal Music Operations Limited."
2Ib7wM5qXKXDzZFhzNQ7TG,"(P) 2017 Sony Music International, a division of Sony Music Entertainment"
6ItEjseW8RWuVTDLd1vcnp,"(P) 2015 Kemosabe Records, under exclusive license to Columbia Records, a Division of Sony Music Entertainment"
24tNawYENAvynFocQWzFPs,© 2013 EMI Music Mexico S.A. De C.V
24tNawYENAvynFocQWzFPs,℗ 2013 EMI Music Mexico S.A. De C.V
3ibdlhMmbFPMYoWvwHCzI3,(P) 2009 Sony Music Entertainment
7tB40pGzj6Tg0HePj2jWZt,© 2011 Queen Productions Ltd. under exclusive licence to Universal International Music BV
7tB40pGzj6Tg0HePj2jWZt,℗ 2011 Queen Productions Ltd. under exclusive licence to Universal International Music BV
0bUTHlWbkSQysoM3VsWldT,© 2005 Parlophone Records Ltd. This label copy information is the subject of copyright protection. All rights reserved. (C) 2005 Parlophone Records Ltd
0bUTHlWbkSQysoM3VsWldT,℗ 2005 The copyright in this sound recording is owned by Parlophone Records Ltd
71DEqZQPK1OhGtZ9bNtbcc,"© 2016 Dreamville, Inc., under exclusive license to Roc Nation Records"
71DEqZQPK1OhGtZ9bNtbcc,"℗ 2016 Dreamville, Inc., under exclusive license to Roc Nation Records"
2Z3HQO6NL3812mnNj7htXv,"© 2016 Major Tom's / Asylum Records, a division of Warner Music UK Limited"
2Z3HQO6NL3812mnNj7htXv,"℗ 2016 Major Tom's / Asylum Records, a division of Warner Music UK Limited"
2v4Crisjd4sT782Jvn7ISC,2016 Monstercat
2v4Crisjd4sT782Jvn7ISC,2016 Monstercat
7xl50xr9NDkd3i2kBbzsNZ,2006 Warner Records Inc.
7xl50xr9NDkd3i2kBbzsNZ,2006 Warner Records Inc.
6Pqlfg42Sc3ElNuyt5NUiK,© 2013 Cash Money Records Inc.
6Pqlfg42Sc3ElNuyt5NUiK,℗ 2013 Cash Money Records Inc.
3yHOaiXecTJVUdn7mApZ48,2001 Sony Music Entertainment Inc.
1Do3y8IAcbYOToYQJnGwSO,© 2008 Cash Money Records Inc.
1Do3y8IAcbYOToYQJnGwSO,℗ 2008 Cash Money Records Inc.
6eHYEyGAO6phgXexCWV4Iw,"© 2015 Universal Music Enterprises, a Division of UMG Recordings, Inc."
6eHYEyGAO6phgXexCWV4Iw,"℗ 2015 Universal Music Enterprises, a Division of UMG Recordings, Inc."
5mG8oNkNKM2my7t9ywra96,© 2017 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company
5mG8oNkNKM2my7t9ywra96,℗ 2017 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company
7BqiR1ZnYFkcOnoNIpk7bS,2015 Unauthorized Entertainment
7BqiR1ZnYFkcOnoNIpk7bS,2015 Unauthorized Entertainment Exclusively Distributed By 300 Entertainment
5Vdzprr5cOqXQo44eHeV7t,(P) 1987 Arista Records LLC
5SRimW7mSHutul5C37zA3v,2012 WaterTower Music
5SRimW7mSHutul5C37zA3v,2012 WaterTower Music
42WVQWuf1teDysXiOupIZt,"(P) 2016 Epic Records, a division of Sony Music Entertainment"
6IJVWErYhvWqG41NnLSGMM,"© 2016 Jonas Blue Music, under exclusive license to Virgin EMI Records, a division of Universal Music Operations Ltd"
