index	track	track_id	artist	artist_id	album	album_id	release_date	duration	explicit	danceability	energy	key	loudness	mode	speechiness	instrumentalness	liveness	valence	tempo	time_signature	playcount	yt_views	genres
783	Scared to Be Lonely	3ebXMykcMXOcLeJ9xZ17XH	Martin Garrix	60d24wfXkVzDSfLS6hyCjZ	Scared to Be Lonely	2v9rQe4F8fVSh5v8bAq0jF	2017-01-27	03:41	False	0.584	0.54	1	-7.786	0	0.0576	0.0	0.261	0.195	137.972	4	977408955	652147039	future bass
784	Solo Dance	6HUnnBwYZqcED1eQztxMBN	Martin Jensen	4ehtJnVumNf6xzSCDk8aLB	Solo Dance	3BcNHuKlAm57APDcwh7LJq	2016-11-04	02:55	False	0.744	0.836	6	-2.396	0	0.0507	0.0	0.194	0.36	114.965	4	648557338	64543628	tropical house,edm
785	Tsunami	6Fov34aYnGxPfcAOYEnv8j	DVBBS	5X4LWwbUFNzPkEas04uU82	Tsunami	5mpoNfkTeAS2laEOnoSA0n	2013-09-02	03:57	False	0.699	0.839	4	-5.353	0	0.0481	0.655	0.0897	0.264	128.026	4	196541205	526588642	big room house
786	Shed a Light	1cG0umU5TKStygKsPFZ9pY	Robin Schulz	3t5xRXzsuZmMDkQzgOX35S	Shed a Light	6yKhjUoOsHa60DSqpugerw	2016-11-25	03:11	False	0.483	0.787	8	-5.244	1	0.102	0.0	0.257	0.58	122.058	4	386960763	28789509	house
787	All Time Low	1CnPYaKxTVb4LWOtiGOm0m	Jon Bellion	50JJSqHUf2RQ9xsHs0KMHg	The Human Condition	2e8nzTZ0HtK94IifOWgN7o	2016-06-10	03:38	True	0.617	0.567	0	-4.188	1	0.0828	0.0	0.0933	0.505	90.246	4	571569553	180153790	
788	Bounce Back	0PyWKgNmGiYTFe6MXN5U4K	Big Sean	0c173mlxpT3dSFRgMO8XPh	I Decided.	40cDsJwMgOO5yFI7XQKm8U	2017-02-03	03:42	True	0.684	0.549	9	-5.695	1	0.248	0.0	0.125	0.277	81.441	4	616666235	183423775	hip hop,trap
789	Weak	3TJk0aoXM0knrOlgd1fnbx	AJR	6s22t5Y3prQHyaHWUN1R1C	What Everyone's Thinking - EP	5sSzF3uA1azPVO5bRRqW29	2017	03:22	False	0.675	0.632	5	-4.542	1	0.0439	0.0	0.141	0.704	124.035	4	567909905	73139086	indie pop,electropop
790	How Long Will I Love You - Bonus Track	7CFQrZR4WeKEg4vweqp8Gv	Ellie Goulding	0X2BH1fck6amBIoJhDVmmJ	Halcyon Days	2Dw4fYqDQnxsgoXDdMbqh3	2014-01-01	02:34	False	0.512	0.304	0	-9.19	1	0.0318	0.000622	0.118	0.172	126.078	5	324964575	106601672	
791	Alone	0JiVRyTJcJnmlwCZ854K4p	Alan Walker	7vk5e3vY1uw9plTHJAMwjN	Alone	4blCxKnK1sGo9D45trrqjt	2016-12-02	02:41	False	0.676	0.929	10	-3.194	1	0.0458	0.000405	0.121	0.157	97.019	4	527162505	1220273550	electro house
792	Forgot About Dre	0Zh5U48tZNeAzzLTV1CVBE	Dr. Dre	6DPYiyq5kWVQS4RGwxzPC7	2001 (Explicit Version)	5csXMdS69VOvh8MjyfwkjB	1999-11-16	03:42	True	0.925	0.737	8	-1.292	1	0.0777	0.0	0.169	0.603	133.946	4	446474649	156612538	west coast hip hop
793	Sneakin’	7vL1M0BHhpjbaKrwRimJ4L	Drake	3TVXtAsR1Inumwj472S9r4	Sneakin’	0geTzdk2InlqIoB16fW9Nd	2016-10-24	04:11	True	0.806	0.558	8	-6.538	1	0.172	1.45e-06	0.16	0.26	85.011	4	208575515	54895208	hip hop,trap
794	No Pressure	10SDxx0CFWGqgVVBeX22TP	Justin Bieber	1uNFoZAHBGtllmzznpCI3s	Purpose (Deluxe)	7fZH0aUAjY3ay25obOUf2a	2015-11-13	04:47	False	0.644	0.595	1	-6.877	1	0.215	0.0	0.279	0.554	148.889	3	172675079	4305235	edm,pop,soul,dance-pop,r&b
795	Toothbrush	0CNjoQozZP0mB9rKVdrKGx	DNCE	6T5tfhQCknKG4UnH90qGnz	DNCE	7K89F9bgY1jks0uIlMerm3	2016-11-18	03:52	False	0.557	0.791	7	-5.771	1	0.138	0.0	0.397	0.85	104.908	4	313368533	109468449	
796	Unsteady	6cSsWi1c3ewIEmbqdUWsUM	X Ambassadors	3NPpFNZtSTHheNBaWC82rB	VHS	5yQ3ctYzF5d1SgMzhyWe8s	2015-06-30	03:14	False	0.376	0.662	0	-6.124	1	0.057	0.000691	0.203	0.236	107.209	4	491663090	184544668	indie rock
797	So Sick	4SRqDmPxYX0pUb5B5ut2Ri	Ne-Yo	21E3waRsmPlU7jZsS13rcj	In My Own Words	1WO7bigEZckVrkzPBjAsiQ	2006-01-01	03:27	False	0.452	0.574	6	-8.336	1	0.31	0.0	0.189	0.58	92.791	4	501663817	256343298	r&b
798	Some Kind Of Drug (feat. Marc E. Bassy)	1Bqxj0aH5KewYHKUg1IdrF	G-Eazy	02kJSzxNuaWGqwubyUba0Z	When It's Dark Out	09Q3WwGYsQe5ognkvVkmCu	2015-12-04	03:42	True	0.634	0.525	0	-8.968	1	0.47	0.0	0.0729	0.49	130.271	4	265020314	47816962	hip hop,r&b
799	I Got You	1FUViuNSldssMIawrOXF2i	Bebe Rexha	64M6ah0SkkRsnPGtGiRAbb	I Got You	6IZNCnM8eo8T67i65FrbGA	2016-10-28	03:12	False	0.609	0.887	9	-4.749	0	0.0507	4.76e-06	0.09	0.316	97.99	4	327885683	348845797	pop,tropical house
800	Chained To The Rhythm	5ndfVSDyPq90jaIUhNPeby	Katy Perry	6jJ0s89eD6GaHleKKya26X	Chained To The Rhythm	1VIX8YDyQOaUhWpHhP6Ttu	2017-02-10	03:58	False	0.446	0.793	0	-5.365	1	0.156	0.0	0.211	0.47	189.891	4	475787792	692727534	pop,disco,dancehall
801	Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)	0fg8CqpjdojMyXLNzM2PaJ	Major Lazer	738wLrAtLtCtFOLvQBXOXp	Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)	6H74dJOhawVj8dAv7ZBXKd	2017-01-26	03:23	True	0.803	0.743	1	-3.602	0	0.0681	2.12e-06	0.099	0.674	108.005	4	310040044	92810587	dancehall
802	iSpy (feat. Lil Yachty)	2EEeOnHehOozLq4aS0n6SL	KYLE	4qBgvVog0wzW75IQ48mU7v	iSpy (feat. Lil Yachty)	15qLmAABocTCRBSbWWqL7K	2016-12-02	04:13	True	0.746	0.653	7	-6.745	1	0.289	0.0	0.229	0.672	75.016	4	790142895	441381258	hip hop,pop-rap,r&b
803	A.D.H.D	2MYl0er3UZ1RlKwRb5LODh	Kendrick Lamar	2YZyLoL8N0Wb9xBt1NhZWg	Section.80	13WjgUEEAQp0d9JqojlWp1	2011-07-02	03:36	True	0.609	0.799	9	-6.883	1	0.24	0.0	0.108	0.582	157.74	4	264804002	79765858	hip hop,cloud rap
804	Alright	33i0KOPBWURNW3l97a4QPy	Kendrick Lamar	2YZyLoL8N0Wb9xBt1NhZWg	To Pimp A Butterfly	5uP9oyMK5lpzbB7K6UeT3X	2015-03-16	03:39	True	0.796	0.766	7	-5.974	1	0.238	0.0	0.0827	0.558	110.034	4	312084808	147382925	conscious hip hop,jazz rap
805	Backseat Freestyle	1BR5vhAlaoUiijQ28p6jlN	Kendrick Lamar	2YZyLoL8N0Wb9xBt1NhZWg	good kid, m.A.A.d city (Deluxe)	748dZDqSZy6aPXKcI9H80u	2012-10-22	03:33	True	0.546	0.651	1	-7.601	1	0.3	0.0	0.235	0.646	77.878	4	284594404	46496134	hip hop,satirical hip hop
806	September Song	0FuTx2s3YH1ppmtiM6l0zI	JP Cooper	4kYGAK2zu9EAomwj3hXkXy	September Song	4PtHrEv5SyIVsdbMKi6Vkg	2016-09-16	03:40	False	0.623	0.654	0	-5.675	0	0.0372	0.0	0.0838	0.401	95.921	4	487654167	72012631	pop,tropical house
807	False Alarm	7gZQfdEQpmwAoPHSbEHzms	Matoma	4YXycRbyyAE0wozTk7QMEq	False Alarm	3QvVkG9yd055R5ThkzjHBI	2016-06-24	03:44	False	0.643	0.732	5	-6.762	0	0.0294	4.57e-05	0.0606	0.181	102.979	4	196488954	15163718	tropical house
808	Shots & Squats	3FS2e59gXFXrcg7sN2mL5z	Vigiland	3tLYpanVDomWAZqF82NPds	Shots & Squats	4Vae2gJonOoTfqckhobNH1	2015-06-05	02:52	True	0.818	0.819	1	-5.052	1	0.116	0.000392	0.225	0.279	128.02	4	201967761	35124708	melbourne bounce
809	Be Real (feat. DeJ Loaf)	32tBNiuuQtkUG5eBWpC0oQ	Kid Ink	6KZDXtSj0SzGOV705nNeh3	Full Speed	5NoX6dZXVkZ2f0TGKAA14a	2015-01-30	03:27	True	0.762	0.611	9	-5.462	0	0.0876	0.000315	0.141	0.386	99.934	4	174837493	65132726	hip hop
810	"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")"	7K5dzhGda2vRTaAWYI3hrb	P!nk	1KCSPY1glIKqW2TotWuXOR	"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")"	09K53TLaJZ156prccNvwuS	2016-04-15	03:35	False	0.632	0.702	7	-5.92	1	0.148	0.0	0.108	0.523	162.958	4	256229510	14888990	
811	Love on Me	2MHCiOohBZEQuLgDTPvSzF	Galantis	4sTQVOfp9vEMCemLw50sbu	Love on Me	2bnkh4EIAqmqJTKRZjwfz8	2016-09-30	03:26	False	0.562	0.906	4	-2.085	1	0.0758	0.0	0.145	0.674	124.146	4	246062906	36933434	
812	Samsara (feat. Emila)	6oJflQkp7lFXOQce4wPTAW	Tungevaag	49CE2ffZ6Z3zeYSDauSKck	Samsara (feat. Emila)	4rKrPkq8zi6jKmuLdzpNY2	2015-01-21	03:32	False	0.489	0.641	11	-7.011	0	0.032	0.0201	0.122	0.587	108.901	4	164096448	13224	
813	You Don't Know Me	2SZy40PLDk3vFucXUGFCFA	Jax Jones	4Q6nIcaBED8qUel8bBx6Cr	You Don't Know Me	2zokzeE9RuFgdnqrPUFn50	2016-12-09	03:34	True	0.874	0.67	11	-6.064	0	0.126	0.0	0.185	0.68	124.011	4	523165087	6716349	dance-pop,house
814	Poetic Justice	3MLOAIJNWWS8FQpvdaiKR7	Kendrick Lamar	2YZyLoL8N0Wb9xBt1NhZWg	good kid, m.A.A.d city (Deluxe)	748dZDqSZy6aPXKcI9H80u	2012-10-22	05:0	True	0.779	0.572	6	-9.985	0	0.378	0.0	0.246	0.647	135.956	4	316126840	136335681	west coast hip hop,gangsta rap
815	Slide (feat. Frank Ocean & Migos)	6gpcs5eMhJwax4mIfKDYQk	Calvin Harris	7CajNmpbOovFoOoasH2HaY	Slide (feat. Frank Ocean & Migos)	1UIlzhqJLiA3f6OVw7QKn6	2017-02-24	03:51	True	0.736	0.795	1	-3.299	0	0.0545	1.21e-06	0.254	0.511	104.066	4	780732330	149931799	nu-disco,chillwave
816	Throw Sum Mo	2tQbd2hT4NHhFJZLE8Nisa	Rae Sremmurd	7iZtZyCzp3LItcw1wtPI3D	SremmLife	4ZmCBqmAmzZaw6AKnlXqQI	2015-01-06	04:20	True	0.853	0.639	6	-8.013	0	0.162	0.000208	0.103	0.575	142.048	4	194075528	169613554	hip hop
817	Now and Later	43jBqV3j3Xi1g6wO0bhIMd	Sage The Gemini	6d47Z08T4snK50HgTEHo5Z	Now and Later	3fi4zQJmsXI2Hw2pl89aTh	2016-10-14	03:13	False	0.781	0.57	11	-5.874	0	0.188	0.0	0.196	0.858	107.059	4	248550086	54133690	
818	I Would Like	4Q4jmPHwu0wrJvqrld0FQ6	Zara Larsson	1Xylc3o4UrD53lo9CvFvVg	So Good	5YLRVHDVRw3QqWbeTGpC5B	2017-03-17	03:47	False	0.486	0.713	2	-3.949	0	0.0524	0.0	0.0839	0.297	121.028	4	252265762	46374918	electropop
819	Human	58zsLZPvfflaiIbNWoA22O	Rag'n'Bone Man	4f9iBmdUOhQWeP7dcAn1pf	Human (Deluxe)	1rMmiDKa8V5H9yYTPAbLng	2017-02-10	03:20	False	0.602	0.707	9	-4.097	1	0.302	0.0	0.165	0.554	75.087	4	646446973	1392796576	soul,blues rock,r&b,alternative rock
820	Instant Crush (feat. Julian Casablancas)	2cGxRwrMyEAp8dEbuZaVv6	Daft Punk	4tZwfgrHOc3mvqYlEYSvVi	Random Access Memories	4m2880jivSbbyEGAKfITCa	2013-05-17	05:38	False	0.775	0.585	10	-9.516	0	0.0271	0.619	0.077	0.518	109.942	4	365407836	504934614	synth-pop,dance-rock
821	Sweet Lovin' - Original Mix	5Y3LTdywsMjLsuwTmNWGVO	Sigala	1IueXOQyABrMOprrzwQJWN	Sweet Lovin' (Original Mix)	7ch7Mt5UuQ7mW62lT8b21Y	2015-11-13	03:23	False	0.685	0.909	10	-1.214	1	0.0584	3.88e-06	0.33	0.675	124.963	4	213143843	246769740	tropical house
822	Ain't It Fun	1j8z4TTjJ1YOdoFEDwJTQa	Paramore	74XFHRwlV6OrjEM0A2NCMF	Paramore	4sgYpkIASM1jVlNC8Wp9oF	2013-04-05	04:57	False	0.61	0.893	9	-3.681	1	0.0921	4.41e-05	0.021	0.673	104.031	4	310590167	146836436	pop rock,funk rock,new wave,alternative rock,new jack swing
823	On The Floor - Radio Edit	7Hv89f7Dpm5Hce1XkBbjQZ	Jennifer Lopez	2DlGxzQSjYe5N6G9nkYghR	On The Floor	2EKXoS58MiZRrNXz3DKxv3	2011-01-01	03:51	False	0.765	0.68	11	-6.306	1	0.0932	0.0009	0.138	0.462	129.998	4	317723883	1829365443	dance-pop,electropop
824	Bills	7rlCeTnjn0plPZkVAcctPZ	LunchMoney Lewis	2iUbk5KhZYZt4CRvWbwb7S	Bills	6ItEjseW8RWuVTDLd1vcnp	2015-02-05	03:25	True	0.699	0.747	5	-3.453	1	0.0964	0.0	0.486	0.683	126.001	4	161592199	89896000	hip house,soul,jazz
825	Like A G6	2s5YN9O8Qv25BjQobPHWVZ	Far East Movement	698hF4vcwHwPy8ltmXermq	Dirty Bass (Deluxe)	78ysj0YXG9moP8Gv9izzm4	2012	03:39	False	0.431	0.862	7	-7.005	0	0.428	0.0	0.322	0.696	124.93	4	413669713	242104168	electro house,hip house
826	Love On The Brain	26QRPeQOgmIGLCQKgoUJkG	Rihanna	5pKCCKE2ajJHZ9KAiaK11H	ANTI (Deluxe)	2JNVoEx4psIgNQyEExwQVn	2016-01-28	03:44	True	0.509	0.637	4	-4.83	0	0.0471	1.08e-05	0.0789	0.378	172.006	3	797732614	324786759	doo-wop,soul
827	Umbrella	2Y2ud3awMZHDxOCpDebiv3	Rihanna	5pKCCKE2ajJHZ9KAiaK11H	Good Girl Gone Bad: Reloaded	1G2ZRwcqN6warfakvcPgEs	2008-06-02	04:36	False	0.583	0.829	1	-4.603	1	0.134	0.0	0.0426	0.575	174.028	4	766443864	749451503	pop,hip hop,r&b
828	Human	5mhUPDWQH3s544WCsa0r9w	The Killers	0C0XlULifJtAgn6ZNCW2eu	Day & Age	39JESZeZjLUrjwQtCrRs6d	2008-11-18	04:5	False	0.547	0.837	10	-7.085	1	0.0676	0.000624	0.0937	0.568	135.47	4	347363517	154830701	new wave,synth-pop,dance-rock
829	When You Were Young	3gNGi2iUGHXGpBQHce6Nua	The Killers	0C0XlULifJtAgn6ZNCW2eu	Sam's Town	62zNw66LWCYoYSPGkJ2qCm	2006-10-03	03:40	False	0.467	0.988	11	-3.313	1	0.112	0.0484	0.28	0.321	130.435	4	382307849	139731581	alternative rock,post-punk revival,new wave,heartland rock
830	Dani California	10Nmj3JCNoMeBQ87uw5j8k	Red Hot Chili Peppers	0L8ExT028jH3ddEcZwqJJ5	Stadium Arcadium	7xl50xr9NDkd3i2kBbzsNZ	2006-05-09	04:42	False	0.556	0.913	0	-2.36	1	0.0437	8.59e-06	0.346	0.73	96.184	4	436502558	289595942	funk rock,alternative rock
831	Lucky	0IktbUcnAGrvD03AWnz3Q8	Jason Mraz	4phGZZrJZRo4ElhRtViYdl	We Sing. We Dance. We Steal Things.	04G0YylSjvDQZrjOfE5jA5	2008-05-12	03:11	False	0.623	0.417	0	-8.699	1	0.0354	0.0	0.135	0.721	130.032	4	486021222	172068389	pop
832	Donald Trump	3uulVrxiI7iLTjOBZsaiF8	Mac Miller	4LLpKhyESsyAXpc4laK94U	Donald Trump - Single	6eFkuEfykAUpthUiUeu3zw	2011-05-17	02:46	True	0.636	0.901	1	-7.094	0	0.118	0.0	0.391	0.836	162.994	4	295515598	196025162	hip hop
833	You Make My Dreams (Come True)	4o6BgsqLIBViaGVbx5rbRk	Daryl Hall & John Oates	77tT1kLj6mCWtFNqiOmP9H	Voices	4LniALl9S6YedTFdiZWOMS	1980	03:11	False	0.751	0.501	5	-12.151	1	0.0551	0.112	0.0467	0.902	167.057	4	610029241	43122563	pop rock
834	BURN IT DOWN	7oVEtyuv9NBmnytsCIsY5I	Linkin Park	6XyY86QOPPrYVGvF9ch6wz	LIVING THINGS	4XHIjbhjRmqWlosjj5rqSI	2012-06-20	03:50	False	0.585	0.972	9	-4.45	0	0.0534	0.0	0.0707	0.585	110.006	4	296706913	323979734	electronic rock,rap rock,alternative rock,alternative pop
835	I Wanna Dance with Somebody (Who Loves Me)	2tUBqZG2AbRi7Q0BIrVrEj	Whitney Houston	6XpaIBNiVzIetEPCWDvAFP	Whitney	5Vdzprr5cOqXQo44eHeV7t	1987-06-02	04:51	False	0.709	0.824	1	-8.824	1	0.0453	0.000307	0.0888	0.867	118.818	4	716069210	315107520	dance-pop,r&b
836	I Will Always Love You	4eHbdreAnSOrDDsFfc4Fpm	Whitney Houston	6XpaIBNiVzIetEPCWDvAFP	The Bodyguard - Original Soundtrack Album	7JVJlkNNobS0GSoy4tCS96	1992-11-17	04:31	False	0.332	0.214	4	-12.518	1	0.0349	5.62e-06	0.0839	0.11	67.531	4	433442560	1152228291	country
837	Your Body Is a Wonderland	7vFv0yFGMJW3qVXbAd9BK9	John Mayer	0hEurMDQu99nJRq8pTxO14	Room For Squares	3yHOaiXecTJVUdn7mApZ48	2001-08-16	04:10	False	0.647	0.729	5	-6.251	1	0.0236	0.0489	0.134	0.687	94.01	4	407648878	78218712	soft rock,pop
838	Who Says	0HLWvLKQWpFdPhgk6ym58n	John Mayer	0hEurMDQu99nJRq8pTxO14	Battle Studies	1V5vQRMWTNGmqwxY8jMVou	2009-11-13	02:55	False	0.584	0.509	2	-13.109	1	0.0287	0.00252	0.36	0.367	90.457	4	198234126	21888559	blues rock,acoustic rock,soft rock
839	Dream On	5MxNLUsfh7uzROypsoO5qe	Aerosmith	7Ey4PD4MYsKc5I2dolUwbH	Aerosmith	19lEZSnCCbVEkKchoPQWDZ	1973-01-05	04:27	False	0.307	0.433	1	-10.057	1	0.029	9.08e-05	0.332	0.224	160.9	4	543168221	29403341	hard rock,blues rock
840	Good Riddance (Time of Your Life)	6ORqU0bHbVCRjXm9AjyHyZ	Green Day	7oPftvlwr6VrsViSDV7fJY	Nimrod	3x2uer6Xh0d5rF8toWpRDA	1997-10-14	02:33	True	0.475	0.432	7	-7.844	1	0.0302	0.0	0.161	0.648	94.605	4	396977459	77315867	acoustic rock,alternative rock,folk
841	What's My Age Again?	1hWrl3T1kIH5b9zRHLfCOn	blink-182	6FBDaR13swtiWwGhX1WQsP	Enema Of The State	1fF8kYX49s5Ufv4XEY5sjW	1999-01-01	02:29	False	0.398	0.954	6	-7.373	1	0.0715	0.000218	0.0891	0.433	157.766	4	404664281	84820982	pop punk
842	November Rain	53968oKecrFxkErocab2Al	Guns N' Roses	3qm84nBOXUEQ2vnTfUTTFC	Use Your Illusion I	4L5pz06MVlsWaTEjSQPN8h	1991-09-17	08:58	False	0.197	0.629	11	-9.291	1	0.03	0.279	0.125	0.221	79.495	4	570645456	1764510747	hard rock,glam metal
843	Back In Black	08mG3Y1vljYA6bvDt4Wqkj	AC/DC	711MCceyCBcFnzjGY4Q7Un	Back In Black	6mUdeDZCsExyJLMdAfDuwh	1980-07-25	04:15	False	0.31	0.7	9	-5.678	1	0.047	0.00965	0.0828	0.763	188.386	4	905215245	797738655	hard rock
844	Highway to Hell	2zYzyRzz6pRmhPzyfMEC8s	AC/DC	711MCceyCBcFnzjGY4Q7Un	Highway to Hell	10v912xgTZbjAtYfyKWJCS	1979-07-27	03:28	False	0.574	0.913	6	-4.793	0	0.133	0.00158	0.156	0.423	115.728	4	869697449	212007283	hard rock
845	Thunderstruck	57bgtoPSgt236HzfBOd8kj	AC/DC	711MCceyCBcFnzjGY4Q7Un	The Razors Edge	4vu7F6h90Br1ZtYYaqfITy	1990-09-24	04:53	False	0.502	0.89	4	-5.175	1	0.0364	0.0117	0.217	0.259	133.52	4	822860301	1013370364	hard rock,heavy metal
846	Girl on Fire	4esOae7i4rqTbAu9o5Pxco	Alicia Keys	3DiDSECUqqY1AuBP8qtaIa	Girl on Fire (Remixes) - EP	3zZSz5VOYSu0jE4MkPCOvN	2012-11-18	03:45	False	0.482	0.706	9	-5.762	1	0.0607	0.00106	0.105	0.144	92.513	4	366939805	355494385	r&b
847	Jealous	4L2K7JKseFCBoHMZEAszW0	Labrinth	2feDdbD5araYcm6JhFHHw7	Jealous	2JgVVnno2fzdmV1BqwdQBi	2014-11-21	04:48	False	0.439	0.153	1	-8.95	1	0.0479	0.0	0.107	0.104	116.76	3	540489819	317238788	r&b
848	Sledgehammer	4rUTAkOU7OkVGeQuyQCHhF	Fifth Harmony	1l8Fu6IkuTP0U5QetQJ5Xt	Reflection (Deluxe)	0zAsh6hObeNmFgFPrUiFcP	2015-01-30	03:51	False	0.671	0.777	2	-4.322	1	0.046	0.0011	0.0783	0.289	99.98	4	172174489	185214830	synth-pop,edm
849	The Man Who Can't Be Moved	4Musyaro0NM5Awx8b5c627	The Script	3AQRLZ9PuTAozP28Skbq8V	The Script	51Hn2Wiq1jmUfI0BLaUhuF	2008-09-08	04:1	False	0.608	0.629	10	-5.024	1	0.0264	0.0	0.0978	0.325	99.953	4	369529285	314475094	pop rock
850	You Found Me	4IoYz8XqqdowINzfRrFnhi	The Fray	0zOcE3mg9nS6l3yxt1Y0bK	The Fray	3ibdlhMmbFPMYoWvwHCzI3	2009-02-02	04:2	False	0.338	0.803	8	-5.412	0	0.0413	0.0	0.136	0.4	151.994	4	340173399	124416492	alternative rock
851	How to Save a Life	5fVZC9GiM4e8vu99W0Xf6J	The Fray	0zOcE3mg9nS6l3yxt1Y0bK	How To Save A Life	1IM3GwptCGYjRkzCBolyFK	2005-09-13	04:23	False	0.64	0.743	10	-4.08	1	0.0379	0.0	0.101	0.361	122.035	4	806841770	242136551	pop rock
852	Not a Bad Thing	1A2UmLDZzDmpdzUjEkCc3z	Justin Timberlake	31TPClRtHm23RisEBtV3X7	Not a Bad Thing	6HVUZlUVyIX5oWeOncHqmv	2014-02-24	04:27	True	0.337	0.717	2	-5.772	1	0.165	0.0	0.418	0.444	84.729	4	117095539	56791621	pop
853	A Little Party Never Killed Nobody (All We Got)	36482hNESSwELpr9sS3NbE	Various Artists	0LyfQWJT6nXafLPZqxe9Of	Music From Baz Luhrmann's Film The Great Gatsby (International Streaming Version)	14uj0wJtd2M1570p6cXwn4	2013-01-01	04:1	False	0.761	0.619	5	-5.741	0	0.175	3.18e-06	0.0896	0.516	129.998	4	190050087	89634584	jazz,hip hop,baroque pop,alternative rock
854	Hollaback Girl	0eqH0ALoDQevq59YcQ53KE	Gwen Stefani	4yiQZ8tQPux8cPriYMWUFP	Love Angel Music Baby	34y7m68F7rN9ou6m5GWohR	2004-11-22	03:20	True	0.926	0.916	10	-2.221	0	0.0929	6.17e-06	0.0234	0.904	110.007	4	397366149	239646781	hip hop
855	Dirty Paws	5g7rJvWYVrloJZwKiShqlS	Of Monsters and Men	4dwdTW1Lfiq0cM8nBAqIIz	My Head Is An Animal	4p9dVvZDaZliSjTCbFRhJy	2012-01-01	04:38	False	0.359	0.649	3	-7.06	1	0.0349	0.0124	0.0555	0.133	111.709	4	254643646	81091833	indie folk,indie pop
856	Cold	5NNlUMcOEOdoOIwwaWXv0k	Maroon 5	04gDigrS5kc9YWfZHwBETP	Cold	7oYKSApfrPWuKk8aH6rH7t	2017-02-14	03:54	True	0.703	0.715	9	-6.285	0	0.114	0.0	0.0456	0.497	99.924	4	513566015	20260015	electronic,tropical,hip hop
857	Beautiful Day	0gzqZ9d1jIKo9psEIthwXe	U2	51Blml2LZPmy7TTiAg47vQ	All That You Can't Leave Behind	7a5U0GPoAvT3gvEY66FRuN	2000-01-01	04:8	False	0.536	0.928	11	-6.492	0	0.0589	0.00134	0.2	0.389	136.258	4	347765294	161578141	rock
858	Losing My Religion	2wVXSc0IrQVodHESUxVUJA	R.E.M.	4KWTAlx2RvbpseOGMEmROg	Out Of Time (25th Anniversary Edition)	68p5SQdcakYH65NEjiF6t4	1991-03-12	04:28	False	0.664	0.852	9	-4.996	0	0.029	0.0	0.1	0.807	125.632	4	729559204	906063034	alternative rock,folk rock,pop rock
859	Right Hand	0MAubp6s6yJTTaVQtX0VVB	Drake	3TVXtAsR1Inumwj472S9r4	Right Hand	5R95BlKCigU0aC7doxO66T	2015-07-31	03:11	True	0.915	0.301	2	-7.657	1	0.237	0.0	0.089	0.351	100.519	4	167895877	7708352	hip hop
860	Marvins Room	1q0qj1TWrBGa8SgvbmaXig	Drake	3TVXtAsR1Inumwj472S9r4	Marvins Room	7022ECVjrOuOHrHUo9dyMd	2011-01-01	05:48	False	0.396	0.241	9	-18.387	0	0.118	0.0044	0.0826	0.324	79.606	4	405328331	7076009	alternative r&b,downtempo
861	From Time	2WC4sK0ryyysQhtDok9Ytr	Drake	3TVXtAsR1Inumwj472S9r4	Nothing Was The Same (Deluxe)	2ZUFSbIkmFkGag000RWOpA	2013-01-01	05:22	True	0.737	0.494	1	-9.723	0	0.416	0.0	0.126	0.44	94.485	4	306780676	73538658	hip hop,trap
862	Sorry Not Sorry	16bHRxM89ue0TiCKARYbRp	Bryson Tiller	2EMAnMvWE2eb56ToJVfCWs	T R A P S O U L	6eZdwrhB97A3EYx9QppGfl	2015-10-02	03:21	True	0.681	0.608	1	-6.093	1	0.207	0.0	0.225	0.262	97.934	4	190728646	28535450	hip hop,r&b,trap
863	Water Under The Bridge	7xfzwPasShmaPL7gB7va3J	Adele	4dpARuHxo51G3z768sgnrY	25	7uwTHXmFa1Ebi5flqBosig	2015-11-20	04:0	False	0.59	0.833	5	-6.503	0	0.0615	5.35e-06	0.105	0.537	94.963	4	432797186	463447	disco,pop
864	Tiimmy Turner	0zMxL4BTjSqCsUtfdlcL8G	Desiigner	7pFeBzX627ff0VnN6bxPR4	Tiimmy Turner	7egFYhw2ozNWDfQm0P97ez	2016-07-22	03:60	True	0.602	0.723	6	-3.021	1	0.0405	0.0	0.0781	0.293	122.812	4	327056138	181122863	hip hop,trap
865	White Walls (feat. ScHoolboy Q & Hollis)	6I3KeXBT0E9MoMqYz8srVq	Macklemore & Ryan Lewis	5BcAKTbp20cv7tC5VqPFoC	The Heist	6XO9dbsH9zhuQgFGH0hUrb	2012-10-10	03:40	True	0.767	0.782	7	-5.545	1	0.14	0.0	0.338	0.827	116.491	4	197629569	86469530	
866	Low (feat. T-Pain)	0CAfXk7DXMnon4gLudAp7J	Flo Rida	0jnsk9HBra6NMjO2oANoPY	Mail on Sunday	5j1wrOAOm5KFd17pPiSvle	2008-03-17	03:51	False	0.918	0.609	10	-5.64	0	0.0791	0.0	0.139	0.304	128.008	4	579793713	115646831	southern hip hop,crunk
